Financial Year,Reporting Period,Activity Month,Organisation breakdown,Org Code,Org Name,Region Code,Region Name,Specific acute specialties: Ordinary Elective,Specific acute specialties: Daycase Elective,Specific acute specialties: Elective total,Specific acute specialties: Non-Elective,Specific acute specialties: First attendances seen - GP referrals,Specific acute specialties: First attendances seen - other referrals,Specific acute specialties: First attendances seen total,Specific acute specialties: First attendances DNA,Specific acute specialties: Subsequent attendances seen,Specific acute specialties: Subsequent attendances DNA,All specialties: Ordinary Elective,All specialties: Daycase Elective,All specialties: Elective total,All specialties: Non-Elective,All specialties: First attendances seen - GP referrals,All specialties: First attendances seen - other referrals,All specialties: First attendances seen total,All specialties: First attendances DNA,All specialties: Subsequent attendances seen,All specialties: Subsequent attendances DNA
2020-21,4,Apr-20,CCG,05W,NHS STOKE ON TRENT CCG,Y60,MIDLANDS COMMISSIONING REGION,110,1195,1310,2555,1410,1715,3125,275,8135,630,130,1195,1325,3105,1480,1980,3465,360,9290,800
2020-21,4,Apr-20,CCG,05X,NHS TELFORD AND WREKIN CCG,Y60,MIDLANDS COMMISSIONING REGION,50,695,745,1280,1500,1675,3175,110,6560,340,60,695,755,1460,1505,1820,3325,120,6730,350
2020-21,4,Apr-20,CCG,05Y,NHS WALSALL CCG,Y60,MIDLANDS COMMISSIONING REGION,115,605,720,1970,1580,1725,3300,475,8320,575,115,605,720,2635,1760,1755,3515,505,9450,765
2020-21,4,Apr-20,CCG,06A,NHS WOLVERHAMPTON CCG,Y60,MIDLANDS COMMISSIONING REGION,65,805,870,1530,1650,1230,2880,310,7655,400,65,805,870,2260,1890,1275,3165,350,9450,580
2020-21,4,Apr-20,CCG,06F,NHS BEDFORDSHIRE CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,210,1260,1465,2900,2795,2740,5535,460,12655,1060,230,1260,1485,3370,2885,2965,5850,485,13960,1230
2020-21,4,Apr-20,CCG,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,305,2595,2900,5320,5325,7770,13100,690,24520,1935,335,2600,2930,5980,5660,9305,14960,750,25585,2035
2020-21,4,Apr-20,CCG,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,370,1920,2290,2850,3850,4870,8725,685,21025,1140,390,1920,2310,3485,4070,5710,9780,790,23645,1425
2020-21,4,Apr-20,CCG,06L,NHS IPSWICH AND EAST SUFFOLK CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,150,1460,1605,2565,2425,2705,5130,225,13380,435,150,1460,1610,3290,2445,3030,5475,235,14895,470
2020-21,4,Apr-20,CCG,06N,NHS HERTS VALLEYS CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,360,1355,1715,3420,3105,4380,7490,460,18995,1175,425,1360,1785,4420,3465,4685,8150,510,20595,1280
2020-21,4,Apr-20,CCG,06P,NHS LUTON CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,120,560,680,1565,1270,1185,2460,490,6570,990,130,560,690,2145,1325,1335,2660,525,7215,1095
2020-21,4,Apr-20,CCG,06Q,NHS MID ESSEX CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,145,905,1055,2220,1470,1715,3185,125,9890,365,160,910,1070,2660,1480,1770,3250,130,10685,415
2020-21,4,Apr-20,CCG,06T,NHS NORTH EAST ESSEX CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,175,1150,1325,2270,2175,1700,3875,230,7715,505,185,1150,1340,2550,2215,1925,4140,260,8315,535
2020-21,4,Apr-20,CCG,07G,NHS THURROCK CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,105,770,875,1930,980,1435,2415,110,7520,295,110,770,880,2415,980,1465,2450,110,8020,355
2020-21,4,Apr-20,CCG,07H,NHS WEST ESSEX CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,135,780,915,1855,2905,2545,5450,160,11755,350,140,780,920,1970,2920,2840,5755,170,12730,395
2020-21,4,Apr-20,CCG,07K,NHS WEST SUFFOLK CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,75,475,550,1530,1980,2345,4330,170,9150,455,75,475,550,1775,1995,2695,4690,170,9970,480
2020-21,4,Apr-20,CCG,07L,NHS BARKING AND DAGENHAM CCG,Y56,LONDON COMMISSIONING REGION,70,265,330,1265,620,1360,1980,135,3965,330,150,265,415,1695,795,1590,2385,180,6175,595
2020-21,4,Apr-20,CCG,07P,NHS BRENT CCG,Y56,LONDON COMMISSIONING REGION,125,900,1025,2205,2645,3180,5825,600,14030,1285,150,940,1085,2880,2745,3380,6125,635,15835,1415
2020-21,4,Apr-20,CCG,07T,NHS CITY AND HACKNEY CCG,Y56,LONDON COMMISSIONING REGION,115,445,560,1490,1040,2545,3585,290,8680,845,150,445,595,2510,1270,3165,4435,405,11975,1340
2020-21,4,Apr-20,CCG,07W,NHS EALING CCG,Y56,LONDON COMMISSIONING REGION,135,910,1045,2135,2805,3520,6325,730,15330,1385,160,955,1115,2830,2870,3775,6645,760,16785,1475
2020-21,4,Apr-20,CCG,07Y,NHS HOUNSLOW CCG,Y56,LONDON COMMISSIONING REGION,75,345,420,1405,1980,2660,4640,295,10460,595,90,350,440,2040,2070,3170,5240,340,13490,810
2020-21,4,Apr-20,CCG,08C,NHS HAMMERSMITH AND FULHAM CCG,Y56,LONDON COMMISSIONING REGION,80,455,535,895,2210,2095,4305,410,8235,670,110,480,585,1230,2270,2415,4685,465,9440,810
2020-21,4,Apr-20,CCG,08E,NHS HARROW CCG,Y56,LONDON COMMISSIONING REGION,105,690,795,1405,1805,2040,3845,340,9790,780,110,710,825,1940,1865,2185,4050,365,11570,915
2020-21,4,Apr-20,CCG,08F,NHS HAVERING CCG,Y56,LONDON COMMISSIONING REGION,110,370,480,1760,815,1655,2465,120,6100,285,160,370,530,2090,1065,1910,2975,160,6770,375
2020-21,4,Apr-20,CCG,08G,NHS HILLINGDON CCG,Y56,LONDON COMMISSIONING REGION,115,675,790,1445,1755,2105,3865,335,11950,805,140,695,840,1930,1825,2310,4130,360,13365,895
2020-21,4,Apr-20,CCG,08M,NHS NEWHAM CCG,Y56,LONDON COMMISSIONING REGION,100,540,640,2265,2255,2415,4675,595,11030,865,200,540,740,3025,2425,3015,5440,680,18145,1895
2020-21,4,Apr-20,CCG,08N,NHS REDBRIDGE CCG,Y56,LONDON COMMISSIONING REGION,75,355,430,1540,1245,1885,3125,245,7920,535,125,355,480,1995,1510,2370,3880,305,9180,730
2020-21,4,Apr-20,CCG,08V,NHS TOWER HAMLETS CCG,Y56,LONDON COMMISSIONING REGION,75,365,440,1395,1465,1955,3425,370,8625,830,95,365,455,1990,1640,2445,4085,545,9650,1010
2020-21,4,Apr-20,CCG,08W,NHS WALTHAM FOREST CCG,Y56,LONDON COMMISSIONING REGION,105,345,455,1580,1605,2160,3765,320,10675,700,175,350,520,2220,1835,2740,4575,385,12580,910
2020-21,4,Apr-20,CCG,08Y,NHS WEST LONDON CCG,Y56,LONDON COMMISSIONING REGION,80,415,490,1010,1665,2220,3885,370,8840,690,110,425,535,1425,1705,2460,4165,400,10700,855
2020-21,4,Apr-20,CCG,09A,NHS CENTRAL LONDON (WESTMINSTER) CCG,Y56,LONDON COMMISSIONING REGION,255,425,680,860,1180,2220,3400,315,6995,795,320,430,750,1185,1235,2445,3680,360,8330,965
2020-21,4,Apr-20,CCG,09D,NHS BRIGHTON AND HOVE CCG,Y59,SOUTH EAST COMMISSIONING REGION,130,655,785,1545,2630,1300,3930,275,7135,410,130,660,790,1645,2680,1445,4125,295,8055,495
2020-21,4,Apr-20,CCG,10C,NHS SURREY HEATH CCG,Y59,SOUTH EAST COMMISSIONING REGION,25,125,150,410,485,625,1110,50,3105,100,30,125,155,530,560,925,1485,65,3560,125
2020-21,4,Apr-20,CCG,10J,NHS NORTH HAMPSHIRE CCG,Y59,SOUTH EAST COMMISSIONING REGION,115,360,470,1315,1795,1500,3295,190,7710,390,130,380,510,1630,1825,1640,3460,200,8555,520
2020-21,4,Apr-20,CCG,10K,NHS FAREHAM AND GOSPORT CCG,Y59,SOUTH EAST COMMISSIONING REGION,115,565,675,1325,1040,2320,3355,95,7780,295,120,565,680,1600,1210,2375,3585,115,8400,340
2020-21,4,Apr-20,CCG,10L,NHS ISLE OF WIGHT CCG,Y59,SOUTH EAST COMMISSIONING REGION,65,380,445,1035,1005,1395,2405,185,5520,340,65,380,445,1145,1040,1510,2555,210,5955,375
2020-21,4,Apr-20,CCG,10Q,NHS OXFORDSHIRE CCG,Y59,SOUTH EAST COMMISSIONING REGION,230,1720,1945,3940,7505,7090,14595,425,21805,955,245,1720,1965,4640,7775,7725,15500,485,23575,1055
2020-21,4,Apr-20,CCG,10R,NHS PORTSMOUTH CCG,Y59,SOUTH EAST COMMISSIONING REGION,110,475,580,1435,1175,2085,3255,200,7050,360,110,475,585,1805,1360,2135,3495,230,7455,385
2020-21,4,Apr-20,CCG,10V,NHS SOUTH EASTERN HAMPSHIRE CCG,Y59,SOUTH EAST COMMISSIONING REGION,110,630,740,1385,1320,2215,3535,170,8325,370,120,630,750,1695,1460,2315,3775,190,8995,415
2020-21,4,Apr-20,CCG,10X,NHS SOUTHAMPTON CCG,Y59,SOUTH EAST COMMISSIONING REGION,135,640,775,1770,1430,1725,3155,300,9200,630,160,640,800,2105,1670,1900,3570,325,10205,710
2020-21,4,Apr-20,CCG,11A,NHS WEST HAMPSHIRE CCG,Y59,SOUTH EAST COMMISSIONING REGION,340,1460,1795,3700,3810,3530,7340,440,20785,1035,365,1460,1825,4420,3915,3795,7710,470,22430,1175
2020-21,4,Apr-20,CCG,11J,NHS DORSET CCG,Y58,SOUTH WEST COMMISSIONING REGION,570,2860,3435,5530,4190,5380,9570,595,21520,960,590,2860,3450,6460,4405,6690,11095,705,26360,1345
2020-21,4,Apr-20,CCG,11M,NHS GLOUCESTERSHIRE CCG,Y58,SOUTH WEST COMMISSIONING REGION,375,1450,1825,3560,1230,4445,5675,280,16455,685,410,1450,1860,4170,1260,5430,6690,330,17500,730
2020-21,4,Apr-20,CCG,11N,NHS KERNOW CCG,Y58,SOUTH WEST COMMISSIONING REGION,470,2405,2875,3565,4180,2520,6700,415,17885,1080,500,2405,2905,4440,4240,2865,7110,445,18705,1120
2020-21,4,Apr-20,CCG,11X,NHS SOMERSET CCG,Y58,SOUTH WEST COMMISSIONING REGION,275,2070,2345,4015,2530,3475,6005,475,18340,830,315,2070,2385,4800,2675,4110,6785,515,19670,930
2020-21,4,Apr-20,CCG,12F,NHS WIRRAL CCG,Y62,NORTH WEST COMMISSIONING REGION,140,750,885,2870,1470,2475,3945,195,14675,545,150,750,895,3630,1690,2765,4455,240,18350,840
2020-21,4,Apr-20,CCG,13Q,NATIONAL COMMISSIONING HUB 1,Y99,-,20,115,135,290,615,515,1130,80,1900,130,25,120,140,440,635,630,1265,85,2100,140
2020-21,4,Apr-20,CCG,13T,NHS NEWCASTLE GATESHEAD CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,220,1835,2055,4150,2545,4315,6860,460,18625,1150,225,1835,2060,4845,2925,4650,7570,505,23795,2315
2020-21,4,Apr-20,CCG,14L,NHS MANCHESTER CCG,Y62,NORTH WEST COMMISSIONING REGION,330,1260,1590,3940,3805,3170,6975,615,21095,1615,330,1260,1590,5470,3995,4715,8715,810,28415,2465
2020-21,4,Apr-20,CCG,14M,LONDON - H&J COMMISSIONING HUB,Y56,LONDON COMMISSIONING REGION,0,0,0,*,*,20,20,*,20,*,0,0,0,*,*,20,20,*,20,*
2020-21,4,Apr-20,CCG,14Q,MIDLANDS - H&J COMMISSIONING HUB,Y60,MIDLANDS COMMISSIONING REGION,*,10,10,40,60,30,95,20,85,20,*,10,10,40,60,30,95,20,85,20
2020-21,4,Apr-20,CCG,14R,EAST OF ENGLAND - H&J COMMISSIONING HUB,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,10,10,25,30,20,50,10,35,10,0,10,10,25,30,20,50,10,35,10
2020-21,4,Apr-20,CCG,14T,SOUTH WEST - H&J COMMISSIONING HUB,Y58,SOUTH WEST COMMISSIONING REGION,*,10,10,15,15,10,25,10,60,20,*,10,10,15,15,10,25,10,60,20
2020-21,4,Apr-20,CCG,14Y,NHS BUCKINGHAMSHIRE CCG,Y59,SOUTH EAST COMMISSIONING REGION,225,1745,1975,2820,3195,3670,6865,485,17730,840,235,1745,1985,3555,3480,4010,7490,525,18720,915
2020-21,4,Apr-20,CCG,15A,NHS BERKSHIRE WEST CCG,Y59,SOUTH EAST COMMISSIONING REGION,240,950,1190,3075,3460,4940,8405,465,18070,955,280,950,1230,3270,4030,6625,10655,560,29370,1060
2020-21,4,Apr-20,CCG,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",Y58,SOUTH WEST COMMISSIONING REGION,415,3490,3905,6080,4570,5630,10205,705,27225,1310,475,3495,3970,7890,4695,6490,11185,760,29675,1435
2020-21,4,Apr-20,CCG,15D,NHS EAST BERKSHIRE CCG,Y59,SOUTH EAST COMMISSIONING REGION,175,630,805,2480,2965,3290,6255,395,14655,725,185,630,815,3020,3895,4890,8780,420,23760,780
2020-21,4,Apr-20,CCG,15E,NHS BIRMINGHAM AND SOLIHULL CCG,Y60,MIDLANDS COMMISSIONING REGION,1800,2235,4035,8965,5420,8490,13910,1175,40945,3300,1805,2235,4045,11345,7880,9140,17025,1430,58440,3910
2020-21,4,Apr-20,CCG,15F,NHS LEEDS CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,305,1180,1480,3770,4850,7625,12470,75,25065,1985,375,1180,1555,4925,4950,9160,14110,95,29695,2275
2020-21,4,Apr-20,CCG,15M,NHS DERBY AND DERBYSHIRE CCG,Y60,MIDLANDS COMMISSIONING REGION,395,3390,3780,7640,5800,6045,11845,555,38450,1440,400,3390,3790,8930,6015,7350,13365,615,46245,1650
2020-21,4,Apr-20,CCG,15N,NHS DEVON CCG,Y58,SOUTH WEST COMMISSIONING REGION,820,3945,4765,8275,8525,7395,15920,1080,44795,2490,835,3945,4780,9495,8945,8345,17290,1130,49180,2620
2020-21,4,Apr-20,CCG,16C,NHS TEES VALLEY CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,530,2190,2720,4860,3290,4185,7475,605,20845,1215,535,2190,2725,6220,3565,4665,8230,660,23975,1395
2020-21,4,Apr-20,CCG,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,Y60,MIDLANDS COMMISSIONING REGION,290,3205,3495,4675,4765,5380,10145,360,20690,1065,305,3205,3510,5695,4980,5815,10790,420,22470,1205
2020-21,4,Apr-20,CCG,26A,NHS NORFOLK AND WAVENEY CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,380,3955,4335,6460,6220,6070,12290,520,34250,1185,385,3955,4345,7745,6705,6300,13010,565,36690,1285
2020-21,4,Apr-20,CCG,27D,NHS CHESHIRE CCG,Y62,NORTH WEST COMMISSIONING REGION,325,1635,1960,5775,3810,6605,10415,495,31220,1380,355,1635,1990,7145,3860,7095,10950,515,33895,1640
2020-21,4,Apr-20,CCG,32T,NORTH WEST - H&J COMMISSIONING HUB,Y62,NORTH WEST COMMISSIONING REGION,*,*,*,35,20,65,85,15,60,10,*,*,*,35,20,65,85,15,60,10
2020-21,4,Apr-20,CCG,36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,225,2145,2370,4245,2955,2905,5860,330,23605,925,230,2145,2375,6315,3280,3185,6465,395,26380,1215
2020-21,4,Apr-20,CCG,36L,NHS SOUTH WEST LONDON CCG,Y56,LONDON COMMISSIONING REGION,535,2090,2625,7775,11135,16895,28030,1890,60385,3770,645,2095,2740,11090,11895,19770,31665,2235,94540,7685
2020-21,4,Apr-20,CCG,42D,NHS NORTH YORKSHIRE CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,225,1775,2000,2775,2375,3320,5695,270,15535,655,240,1775,2015,3355,2495,3635,6130,285,16940,695
2020-21,4,Apr-20,CCG,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,Y60,MIDLANDS COMMISSIONING REGION,725,3905,4630,6900,5875,4660,10535,835,34705,1675,775,3905,4680,7875,6115,5360,11475,900,39670,2290
2020-21,4,Apr-20,CCG,70F,NHS WEST SUSSEX CCG,Y59,SOUTH EAST COMMISSIONING REGION,325,2075,2405,5875,5875,7090,12965,625,30115,1025,355,2075,2430,6825,6040,7905,13945,705,32845,1265
2020-21,4,Apr-20,CCG,71E,NHS LINCOLNSHIRE CCG,Y60,MIDLANDS COMMISSIONING REGION,415,2605,3020,4905,5355,4725,10080,710,23895,1795,430,2605,3035,5585,5585,5035,10620,730,25880,1925
2020-21,4,Apr-20,CCG,72Q,NHS SOUTH EAST LONDON CCG,Y56,LONDON COMMISSIONING REGION,1210,3990,5195,11220,11795,19255,31050,3300,74885,8165,1355,3990,5345,14765,12535,21660,34195,3710,82180,9410
2020-21,4,Apr-20,CCG,76A,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,*,*,*,35,45,20,65,15,70,10,*,*,*,35,45,20,65,15,70,10
2020-21,4,Apr-20,CCG,78H,NHS NORTHAMPTONSHIRE CCG,Y60,MIDLANDS COMMISSIONING REGION,580,2620,3195,4695,4900,4835,9730,490,32735,1230,630,2620,3250,6380,5570,5345,10915,540,36750,1375
2020-21,4,Apr-20,CCG,84H,NHS COUNTY DURHAM CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,295,1715,2010,3460,2880,3255,6135,365,16745,780,295,1715,2010,4165,3170,3595,6760,400,19000,870
2020-21,4,Apr-20,CCG,91Q,NHS KENT AND MEDWAY CCG,Y59,SOUTH EAST COMMISSIONING REGION,3190,3045,6235,12110,11710,17540,29255,1865,71005,4380,3205,3050,6255,14390,11890,21540,33430,2205,76590,4635
2020-21,4,Apr-20,CCG,92A,NHS SURREY HEARTLANDS CCG,Y59,SOUTH EAST COMMISSIONING REGION,670,1710,2375,6005,10640,12045,22685,1495,48140,2290,695,1710,2405,7365,12295,14060,26360,1895,54450,2830
2020-21,4,Apr-20,CCG,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",Y58,SOUTH WEST COMMISSIONING REGION,435,2670,3105,5505,4780,6135,10915,530,29920,905,510,2685,3195,6740,5015,6545,11560,580,32045,1005
2020-21,4,Apr-20,CCG,93C,NHS NORTH CENTRAL LONDON CCG,Y56,LONDON COMMISSIONING REGION,1030,3495,4525,7430,12025,21425,33450,3325,61970,5865,1125,3515,4640,10535,12315,24170,36485,3595,70660,6925
2020-21,4,Apr-20,CCG,97R,NHS EAST SUSSEX CCG,Y59,SOUTH EAST COMMISSIONING REGION,500,1885,2385,3645,3835,2960,6800,480,18385,845,535,1885,2420,4205,3895,3650,7545,530,19745,945
2020-21,4,Apr-20,CCG,97T,SOUTH EAST - H&J COMMISSIONING HUB,Y59,SOUTH EAST COMMISSIONING REGION,*,10,10,40,60,45,110,30,70,15,*,10,10,40,65,45,110,30,70,15
2020-21,4,Apr-20,CCG,99A,NHS LIVERPOOL CCG,Y62,NORTH WEST COMMISSIONING REGION,190,1100,1285,4545,2270,4675,6945,440,23150,1025,205,1100,1305,6035,2500,6235,8735,755,27110,1610
2020-21,4,Apr-20,CCG,99C,NHS NORTH TYNESIDE CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,120,1105,1230,1980,1165,2075,3245,205,9615,620,125,1105,1230,2315,1495,2965,4465,245,13650,1305
2020-21,4,Apr-20,CCG,99E,NHS BASILDON AND BRENTWOOD CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,145,1130,1275,3155,1570,2135,3705,125,11950,435,145,1130,1280,3835,1585,2235,3820,130,12645,530
2020-21,4,Apr-20,CCG,99F,NHS CASTLE POINT AND ROCHFORD CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,85,690,775,1135,610,910,1520,55,8435,255,90,690,780,1355,610,1130,1740,60,9490,295
2020-21,4,Apr-20,CCG,99G,NHS SOUTHEND CCG,Y61,EAST OF ENGLAND COMMISSIONING REGION,80,655,735,1235,630,1005,1635,75,7480,245,85,655,740,1470,630,1255,1885,80,8660,290
2020-21,4,Apr-20,CCG,99M,NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG,Y59,SOUTH EAST COMMISSIONING REGION,60,295,355,875,1160,1475,2635,120,7275,250,70,295,365,1205,1315,2185,3500,145,8250,305
2020-21,4,May-20,CCG,00L,NHS NORTHUMBERLAND CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,220,2120,2340,3475,1965,3385,5355,300,14120,705,220,2120,2340,3905,2115,4780,6895,335,18425,1740
2020-21,4,May-20,CCG,00N,NHS SOUTH TYNESIDE CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,105,630,735,1500,1205,1235,2440,185,7205,425,105,635,740,1770,1270,1650,2920,190,8055,515
2020-21,4,May-20,CCG,00P,NHS SUNDERLAND CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,215,1265,1480,3170,2210,2430,4640,350,13150,850,225,1265,1490,3560,2250,3200,5450,365,16720,2235
2020-21,4,May-20,CCG,00Q,NHS BLACKBURN WITH DARWEN CCG,Y62,NORTH WEST COMMISSIONING REGION,150,580,730,1375,1345,1490,2835,270,7815,460,150,580,730,1715,1390,1660,3050,310,8630,545
2020-21,4,May-20,CCG,00R,NHS BLACKPOOL CCG,Y62,NORTH WEST COMMISSIONING REGION,105,795,905,1415,920,1080,1995,125,6850,365,110,800,905,1720,930,1250,2180,135,7460,405
2020-21,4,May-20,CCG,00T,NHS BOLTON CCG,Y62,NORTH WEST COMMISSIONING REGION,155,650,805,2070,1790,1685,3475,270,10035,580,155,650,805,3010,1800,1815,3615,295,11110,745
2020-21,4,May-20,CCG,00V,NHS BURY CCG,Y62,NORTH WEST COMMISSIONING REGION,95,600,695,1545,1760,1630,3390,105,7350,250,95,600,695,1935,1770,1890,3660,125,8130,325
2020-21,4,May-20,CCG,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,Y62,NORTH WEST COMMISSIONING REGION,145,715,860,1470,1135,1040,2175,125,8940,445,145,715,860,1520,1150,1135,2290,140,9625,515
2020-21,4,May-20,CCG,00Y,NHS OLDHAM CCG,Y62,NORTH WEST COMMISSIONING REGION,125,655,775,2180,2155,2290,4445,155,10945,415,135,655,790,2510,2170,2770,4940,180,12565,530
2020-21,4,May-20,CCG,01A,NHS EAST LANCASHIRE CCG,Y62,NORTH WEST COMMISSIONING REGION,390,1350,1740,2975,3310,3285,6595,520,18660,1020,390,1350,1740,3625,3420,3680,7100,585,20260,1145
2020-21,4,May-20,CCG,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",Y62,NORTH WEST COMMISSIONING REGION,130,675,805,1760,2075,2230,4305,120,9415,435,140,675,815,2075,2090,2725,4815,130,10840,490
2020-21,4,May-20,CCG,01E,NHS GREATER PRESTON CCG,Y62,NORTH WEST COMMISSIONING REGION,140,700,840,1590,1135,1315,2450,190,9260,640,140,700,840,1655,1165,1370,2540,205,10030,710
2020-21,4,May-20,CCG,01F,NHS HALTON CCG,Y62,NORTH WEST COMMISSIONING REGION,85,420,505,1355,970,1165,2135,230,7375,415,85,420,505,1660,970,1300,2270,240,7845,440
2020-21,4,May-20,CCG,01G,NHS SALFORD CCG,Y62,NORTH WEST COMMISSIONING REGION,155,845,1005,2305,1970,1890,3860,295,10330,525,160,845,1005,3245,1990,2310,4300,350,13755,875
2020-21,4,May-20,CCG,01H,NHS NORTH CUMBRIA CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,185,1520,1705,2325,2875,2735,5610,390,12850,875,190,1520,1710,2840,2900,2825,5725,395,13540,895
2020-21,4,May-20,CCG,01J,NHS KNOWSLEY CCG,Y62,NORTH WEST COMMISSIONING REGION,75,580,660,2070,990,1905,2895,175,8295,490,80,580,660,2510,1005,2270,3275,225,9060,570
2020-21,4,May-20,CCG,01K,NHS MORECAMBE BAY CCG,Y62,NORTH WEST COMMISSIONING REGION,150,1000,1145,3060,1915,2155,4070,170,11275,500,150,1000,1150,3285,1970,2260,4230,185,12470,600
2020-21,4,May-20,CCG,01T,NHS SOUTH SEFTON CCG,Y62,NORTH WEST COMMISSIONING REGION,60,380,440,1930,905,2065,2970,155,8110,480,65,380,445,2275,945,2420,3365,295,9655,650
2020-21,4,May-20,CCG,01V,NHS SOUTHPORT AND FORMBY CCG,Y62,NORTH WEST COMMISSIONING REGION,60,450,510,1465,735,1105,1840,100,6630,345,60,450,510,1580,795,1225,2020,160,7760,425
2020-21,4,May-20,CCG,01W,NHS STOCKPORT CCG,Y62,NORTH WEST COMMISSIONING REGION,185,1080,1270,3080,2845,2650,5495,355,15460,815,190,1080,1270,3480,2875,2945,5820,370,16545,885
2020-21,4,May-20,CCG,01X,NHS ST HELENS CCG,Y62,NORTH WEST COMMISSIONING REGION,130,780,910,2040,1305,1865,3170,210,9490,405,130,780,915,2405,1310,2075,3385,215,10135,445
2020-21,4,May-20,CCG,01Y,NHS TAMESIDE AND GLOSSOP CCG,Y62,NORTH WEST COMMISSIONING REGION,125,745,870,3030,2070,1695,3770,305,12795,730,125,745,870,3485,2155,1875,4025,320,14295,800
2020-21,4,May-20,CCG,02A,NHS TRAFFORD CCG,Y62,NORTH WEST COMMISSIONING REGION,120,760,880,1915,1700,1795,3495,190,9735,480,120,765,885,2290,1720,2135,3855,215,10860,555
2020-21,4,May-20,CCG,02E,NHS WARRINGTON CCG,Y62,NORTH WEST COMMISSIONING REGION,130,605,735,1745,1435,1360,2795,285,12385,610,155,605,755,2080,1440,1635,3075,295,13450,690
2020-21,4,May-20,CCG,02G,NHS WEST LANCASHIRE CCG,Y62,NORTH WEST COMMISSIONING REGION,60,425,480,1035,785,980,1765,105,5730,290,60,425,485,1120,785,1030,1815,110,6295,330
2020-21,4,May-20,CCG,02H,NHS WIGAN BOROUGH CCG,Y62,NORTH WEST COMMISSIONING REGION,125,880,1000,3010,1950,2575,4525,300,14475,850,155,880,1035,3460,1990,3150,5140,345,16125,990
2020-21,4,May-20,CCG,02M,NHS FYLDE AND WYRE CCG,Y62,NORTH WEST COMMISSIONING REGION,110,800,910,1245,1085,1080,2165,100,7865,300,110,800,910,1450,1105,1220,2320,105,8330,320
2020-21,4,May-20,CCG,02P,NHS BARNSLEY CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,275,845,1125,2325,1810,2820,4625,375,15065,795,280,845,1125,2860,1815,3110,4925,375,17015,870
2020-21,4,May-20,CCG,02Q,NHS BASSETLAW CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,80,395,475,840,775,800,1575,170,3515,180,100,395,495,990,785,920,1705,175,3920,235
2020-21,4,May-20,CCG,02T,NHS CALDERDALE CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,80,725,805,1790,1075,1620,2695,125,5750,300,80,725,805,2025,1080,1640,2720,125,5910,310
2020-21,4,May-20,CCG,02X,NHS DONCASTER CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,360,1305,1665,2810,2130,2180,4310,445,9260,590,390,1305,1700,3310,2140,2490,4625,475,10105,625
2020-21,4,May-20,CCG,02Y,NHS EAST RIDING OF YORKSHIRE CCG,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,195,1540,1735,2040,1835,2510,4340,155,12280,465,200,1540,1740,2420,1905,2770,4670,170,13920,525
